Jul. 2nd, 2005 at 7:40 PM	387
Oct. 9th, 2005at 10:23 PM	578
Nov. 25th, 2005at 2:36 PM	477
Nov. 28th, 2005 at 6:07 PM	121
Dec. 18th, 2005 at 3:40 PM	139
Jan. 3rd, 2006 at 3:26 PM	319
Jan. 21st, 2006 at 1:14 PM	559
Feb. 1st, 2006 at 6:45 PM	502
Feb. 5th, 2006 at 11:41 PM	409
Mar. 7th, 2006 at 11:22 PM	207
Mar. 22nd, 2006 at 12:17 PM	949
Mar. 28th, 2006 at 6:44 PM	455
May. 13th, 2006 at 11:39 PM	505
Jun. 30th, 2006 at 12:12 AM	1375
Jul. 9th, 2006 at 3:31 PM	279
Jul. 14th, 2006 at 12:21 AM	740
Jul. 26th, 2006 at 12:26 PM	479
Aug. 5th, 2006 at 1:35 PM	937
Aug. 9th, 2006 at 4:39 PM	420
Aug. 10th, 2006 at 2:30 PM	557
Aug. 11th, 2006 at 11:45 AM	1299
Aug. 14th, 2006 at 6:19 PM	1207
Aug. 17th, 2006 at 10:11 PM	506
Aug. 29th, 2006 at 1:04 PM	288
Sep. 7th, 2006 at 5:47 PM	382
Sep. 15th, 2006 at 1:42 AM	17
Oct. 17th, 2006 at 4:32 PM	1860
Nov. 5th, 2006 at 11:02 PM	1207
Nov. 8th, 2006 at 11:07 PM	200
Nov. 12th, 2006 at 3:14 PM	80
Dec. 5th, 2006 at 11:18 PM	1204
Dec. 11th, 2006 at 5:50 PM	256
Dec. 25th, 2006 at 9:18 AM	14
Dec. 26th, 2006 at 10:05 AM	966
Jan. 1st, 2007 at 10:17 AM	954
Jan. 5th, 2007 at 12:14 PM	491
Jan. 6th, 2007 at 11:09 PM	634
Jan. 9th, 2007 at 2:15 PM	527
Jan. 10th, 2007 at 11:31 PM	110
Jan. 15th, 2007 at 11:33 AM	937
Jan. 15th, 2007 at 2:53 PM	510
Jan. 17th, 2007 at 12:20 PM	314
Jan. 25th, 2007 at 5:19 PM	333
Feb. 12th, 2007 at 7:26 PM	776
Feb. 20th, 2007 at 9:10 AM	245
Feb. 21st, 2007 at 8:27 AM	141
Feb. 23rd, 2007 at 12:24 AM	47
Feb. 27th, 2007at 6:30 PM	471
Mar. 5th, 2007 at 11:18 AM	618
Mar. 7th, 2007 at 10:55 AM	264
Mar. 10th, 2007 at 10:30 AM	325
Mar. 17th, 2007 at 7:21 PM	874
Mar. 20th, 2007 at 1:14 PM	290
Mar. 30th, 2007 at 11:02 PM	313
Apr. 11th, 2007 at 5:59 PM	79
Apr. 21st, 2007 at 1:07 PM	499
Apr. 27th, 2007 at 12:53 AM	478
Apr. 28th, 2007 at 10:03 PM	1081
May. 18th, 2007 at 1:29 AM	400
May. 29th, 2007 at 5:23 PM	252
May. 30th, 2007 at 3:18 PM	488
May. 31st, 2007 at 11:37 PM	286
Jun. 25th, 2007 at 7:52 PM	752
Jun. 28th, 2007 at 5:46 PM	742
Jul. 2nd, 2007 at 12:48 PM	42
Jul. 11th, 2007 at 11:06 AM	727
Jul. 17th, 2007 at 9:16 PM	308
Jul. 30th, 2007 at 11:00 PM	345
Aug. 13th, 2007 at 5:43 PM	284
Aug. 16th, 2007 at 11:38 AM	87
Aug. 26th, 2007 at 11:43 PM	580
Aug. 29th, 2007 at 5:14 PM	11
Sep. 1st, 2007 at 6:35 PM	314
Sep. 7th, 2007 at 12:23 AM	252
Sep. 9th, 2007 at 3:19 PM	104
Sep. 9th, 2007 at 11:14 PM	271
Sep. 12th, 2007 at 12:38 PM	17
Sep. 14th, 2007 at 12:49 AM	22
Sep. 14th, 2007 at 12:51 AM	65
Sep. 16th, 2007 at 7:19 PM	19
Sep. 16th, 2007 at 9:30 PM	335
Sep. 23rd, 2007 at 8:04 PM	277
Oct. 1st, 2007 at 2:47 PM	322
Oct. 9th, 2007 at 1:16 PM	461
Oct. 16th, 2007 at 12:32 AM	167
Oct. 19th, 2007 at 12:40 AM	273
Oct. 22nd, 2007 at 4:14 PM	579
Oct. 24th, 2007 at 3:13 PM	78
Nov. 16th, 2007 at 4:07 PM	403
Nov. 16th, 2007 at 4:28 PM	154
Nov. 16th, 2007 at 4:40 PM	1278
Nov. 16th, 2007 at 5:55 PM	134
Nov. 18th, 2007 at 11:26 PM	470
Nov. 19th, 2007 at 12:27 PM	64
Nov. 19th, 2007 at 1:42 PM	55
Nov. 21st, 2007 at 11:35 AM	87
Nov. 25th, 2007 at 11:35 PM	106
Nov. 29th, 2007 at 1:41 PM	555
Dec. 1st, 2007 at 12:10 PM	25
Dec. 1st, 2007 at 8:01 PM	993
Dec. 2nd, 2007 at 7:07 PM	97
Dec. 12th, 2007 at 9:44 PM	947
Dec. 14th, 2007 at 11:11 PM	263
Dec. 16th, 2007 at 3:03 PM	1134
Dec. 16th, 2007 at 9:59 PM	157
Dec. 16th, 2007 at 10:56 PM	47
Dec. 17th, 2007 at 3:38 PM	174
Dec. 18th, 2007 at 2:33 PM	140
Dec. 20th, 2007 at 10:32 AM	126
Dec. 29th, 2007 at 11:20 PM	14
Dec. 31st, 2007 at 7:52 PM	253
Dec. 31st, 2007 at 8:04 PM	334
Jan. 1st, 2008 at 6:31 PM	103
Jan. 2nd, 2008 at 10:52 PM	235
Jan. 4th, 2008 at 2:56 PM	84
Jan. 4th, 2008 at 11:03 PM	124
Jan. 6th, 2008 at 10:06 PM	120
Jan. 9th, 2008 at 11:45 PM	61
Jan. 10th, 2008 at 12:28 PM	717
Jan. 13th, 2008 at 9:27 PM	118
Jan. 16th, 2008 at 6:25 PM	3
Jan. 18th, 2008 at 11:21 AM	44
Jan. 18th, 2008 at 1:57 PM	88
Jan. 20th, 2008 at 10:51 PM	39
Jan. 27th, 2008 at 10:15 PM	447
Feb. 1st, 2008 at 10:05 AM	9
Feb. 4th, 2008 at 1:12 AM	160
Feb. 5th, 2008 at 9:35 PM	5
Feb. 5th, 2008 at 9:35 PM	2270
Feb. 5th, 2008 at 11:40 PM	30
Feb. 6th, 2008 at 12:39 PM	282
Feb. 6th, 2008 at 9:04 PM	14
Feb. 8th, 2008 at 11:23 AM	51
Feb. 10th, 2008 at 12:20 PM	54
Feb. 10th, 2008 at 4:31 PM	160
Feb. 12th, 2008 at 5:18 PM	246
Feb. 12th, 2008 at 6:36 PM	0
Feb. 12th, 2008 at 6:38 PM	83
Feb. 16th, 2008 at 7:33 PM	347
Feb. 17th, 2008 at 7:51 PM	126
Feb. 17th, 2008 at 7:57 PM	0
Feb. 18th, 2008 at 12:29 PM	217
Feb. 20th, 2008 at 1:29 PM	203
Feb. 24th, 2008 at 1:55 PM	182
Feb. 24th, 2008 at 3:17 PM	370
Feb. 24th, 2008 at 3:46 PM	355
Feb. 24th, 2008 at 4:15 PM	485
Feb. 24th, 2008 at 4:59 PM	393
Feb. 27th, 2008 at 6:33 PM	16
Mar. 5th, 2008 at 12:19 AM	83
Mar. 5th, 2008 at 2:29 PM	92
Mar. 5th, 2008 at 3:28 PM	195
Mar. 9th, 2008at 6:59 PM	93
Mar. 13th, 2008 at 12:40 AM	22
Mar. 13th, 2008 at 2:34 PM	210
Mar. 15th, 2008 at 8:02 PM	101
Mar. 17th, 2008 at 1:51 PM	117
Mar. 17th, 2008 at 2:19 PM	56
Mar. 18th, 2008 at 5:33 PM	218
Mar. 22nd, 2008at 3:59 PM	533
Mar. 24th, 2008 at 12:32 AM	482
Mar. 31st, 2008 at 8:34 PM	83
Apr. 1st, 2008 at 3:15 PM	454
Apr. 13th, 2008 at 11:16 PM	424
Apr. 13th, 2008 at 11:34 PM	211
Apr. 13th, 2008 at 11:51 PM	208
Apr. 29th, 2008 at 11:08 AM	76
May. 10th, 2008 at 12:08 AM	82
May. 23rd, 2008 at 5:25 PM	131
May. 25th, 2008 at 1:10 PM	48
May. 27th, 2008 at 4:18 PM	398
May. 29th, 2008 at 12:27 AM	306
Jun. 5th, 2008 at 8:49 PM	138
Jun. 8th, 2008 at 1:09 AM	103
Jun. 9th, 2008 at 4:44 PM	147
Jun. 10th, 2008 at 5:14 PM	263
Jun. 13th, 2008 at 5:25 PM	496
Jun. 14th, 2008 at 3:30 PM	50
Jun. 16th, 2008 at 10:34 AM	149
Jun. 16th, 2008 at 11:50 AM	166
Jun. 16th, 2008 at 6:55 PM	172
Jun. 17th, 2008 at 8:56 PM	372
Jun. 18th, 2008 at 10:12 AM	62
Jun. 20th, 2008 at 11:33 PM	212
Jun. 25th, 2008 at 12:50 PM	67
Jul. 2nd, 2008 at 5:35 PM	73
Jul. 9th, 2008 at 6:06 PM	67
Jul. 20th, 2008 at 12:20 PM	57
Jul. 31st, 2008 at 2:21 PM	93
Aug. 14th, 2008 at 5:23 PM	439
Aug. 14th, 2008 at 5:46 PM	173
Aug. 19th, 2008 at 3:06 PM	238
Aug. 21st, 2008 at 1:44 PM	101
Aug. 25th, 2008 at 2:15 PM	272
Aug. 25th, 2008 at 4:13 PM	17
Aug. 29th, 2008 at 1:52 PM	54
Aug. 31st, 2008 at 1:55 PM	87
Sep. 5th, 2008 at 3:31 PM	135
Sep. 8th, 2008 at 1:46 PM	428
Sep. 9th, 2008 at 6:05 PM	213
Sep. 14th, 2008 at 10:47 PM	392
Sep. 19th, 2008 at 2:36 PM	90
Sep. 19th, 2008 at 4:51 PM	354
Sep. 20th, 2008 at 3:16 PM	259
Sep. 22nd, 2008 at 2:18 PM	69
Sep. 24th, 2008 at 7:23 PM	369
Oct. 9th, 2008 at 11:19 AM	686
Oct. 10th, 2008at 12:38 PM	51
Oct. 11th, 2008 at 4:46 PM	264
Oct. 13th, 2008 at 10:39 PM	1
Oct. 17th, 2008 at 12:02 PM	295
Oct. 20th, 2008 at 11:53 AM	254
Oct. 20th, 2008 at 1:12 PM	63
Oct. 22nd, 2008 at 2:17 PM	125
Oct. 23rd, 2008 at 11:27 AM	76
Oct. 24th, 2008 at 10:51 PM	81
Oct. 26th, 2008 at 12:15 AM	208
Oct. 26th, 2008 at 7:04 PM	364
Oct. 27th, 2008 at 12:42 PM	580
Nov. 5th, 2008 at 12:10 AM	2
Nov. 8th, 2008 at 5:22 PM	137
Nov. 8th, 2008 at 10:57 PM	45
Nov. 10th, 2008 at 12:01 AM	332
Nov. 11th, 2008 at 3:02 PM	49
Nov. 11th, 2008 at 10:29 PM	129
Nov. 13th, 2008 at 11:36 PM	484
Nov. 16th, 2008 at 6:50 PM	62
Nov. 22nd, 2008 at 8:02 PM	260
Nov. 23rd, 2008 at 6:44 PM	188
Nov. 25th, 2008 at 12:09 AM	61
Nov. 26th, 2008 at 4:27 PM	37
Nov. 28th, 2008 at 3:13 PM	52
Nov. 29th, 2008 at 2:03 PM	56
Nov. 29th, 2008 at 3:30 PM	109
Nov. 30th, 2008 at 7:26 PM	182
Dec. 7th, 2008 at 5:26 PM	215
Dec. 7th, 2008 at 6:06 PM	299
Dec. 7th, 2008 at 6:31 PM	193
Dec. 8th, 2008 at 11:08 PM	180
Dec. 11th, 2008 at 12:36 PM	44
Dec. 11th, 2008 at 12:53 PM	45
Dec. 11th, 2008 at 2:17 PM	64
Dec. 14th, 2008 at 3:44 PM	332
Dec. 14th, 2008 at 11:00 PM	125
Dec. 16th, 2008 at 2:48 PM	172
Dec. 17th, 2008 at 11:25 PM	121
Dec. 21st, 2008 at 11:46 PM	235
Dec. 22nd, 2008 at 3:02 PM	272
Dec. 24th, 2008 at 3:54 PM	71
Dec. 27th, 2008 at 11:05 PM	16
Dec. 28th, 2008 at 7:00 PM	152
Jan. 1st, 2009 at 2:23 PM	12
Jan. 3rd, 2009 at 11:55 AM	9
Jan. 4th, 2009 at 8:24 PM	258
Jan. 5th, 2009 at 12:55 PM	190
Jan. 7th, 2009 at 11:08 AM	170
Jan. 10th, 2009 at 11:55 PM	16
Jan. 11th, 2009 at 6:03 PM	16
Jan. 14th, 2009 at 12:19 PM	177
Jan. 14th, 2009 at 10:29 PM	235
Jan. 20th, 2009 at 12:39 PM	103
Jan. 27th, 2009 at 10:56 PM	90
Feb. 1st, 2009 at 11:50 AM	979
Feb. 1st, 2009 at 9:22 PM	354
Feb. 2nd, 2009 at 3:04 PM	256
Feb. 4th, 2009 at 3:12 PM	452
Feb. 5th, 2009 at 6:18 PM	82
Feb. 7th, 2009 at 12:21 PM	100
Feb. 7th, 2009 at 3:36 PM	136
Feb. 7th, 2009 at 5:44 PM	62
Feb. 11th, 2009 at 3:59 PM	28
Feb. 15th, 2009 at 5:55 PM	286
Feb. 16th, 2009 at 2:16 PM	229
Feb. 17th, 2009 at 11:50 AM	84
Feb. 19th, 2009 at 11:53 AM	87
Feb. 19th, 2009 at 1:01 PM	66
Feb. 19th, 2009 at 1:05 PM	414
Feb. 19th, 2009 at 1:34 PM	399
Feb. 19th, 2009 at 2:03 PM	441
Feb. 19th, 2009 at 3:32 PM	251
Feb. 19th, 2009 at 3:49 PM	256
Feb. 19th, 2009 at 4:13 PM	200
Feb. 19th, 2009 at 4:34 PM	89
Feb. 19th, 2009 at 5:18 PM	146
Feb. 19th, 2009 at 6:11 PM	837
Feb. 19th, 2009 at 7:00 PM	373
Feb. 20th, 2009 at 10:50 PM	323
Feb. 21st, 2009 at 6:35 PM	49
Feb. 22nd, 2009 at 12:45 PM	819
Feb. 25th, 2009 at 11:29 AM	138
Feb. 26th, 2009 at 8:54 PM	62
Feb. 28th, 2009 at 10:59 AM	20
Mar. 2nd, 2009 at 11:27 AM	175
Mar. 4th, 2009 at 10:40 AM	411
Mar. 5th, 2009 at 2:29 PM	335
Mar. 5th, 2009 at 4:26 PM	147
Mar. 6th, 2009 at 5:02 PM	200
Mar. 8th, 2009 at 4:48 PM	209
Mar. 11th, 2009 at 3:15 PM	119
Mar. 12th, 2009 at 2:20 PM	56
Mar. 16th, 2009 at 11:31 PM	147
Mar. 17th, 2009 at 4:18 PM	32
Mar. 17th, 2009 at 11:57 PM	244
Mar. 20th, 2009 at 1:40 AM	116
Mar. 24th, 2009 at 12:18 PM	368
Mar. 24th, 2009 at 4:48 PM	40
Mar. 27th, 2009 at 1:15 PM	42
Mar. 28th, 2009 at 12:07 AM	559
Mar. 31st, 2009 at 11:22 PM	431
Apr. 1st, 2009 at 12:51 PM	674
Apr. 2nd, 2009 at 7:56 AM	57
Apr. 4th, 2009 at 1:42 PM	133
Apr. 5th, 2009 at 2:26 PM	301
Apr. 8th, 2009 at 6:15 PM	76
Apr. 13th, 2009 at 11:40 PM	102
Apr. 14th, 2009 at 5:05 PM	155
Apr. 15th, 2009 at 4:21 PM	439
Apr. 16th, 2009 at 6:16 PM	469
Apr. 17th, 2009 at 12:38 AM	229
Apr. 19th, 2009 at 1:55 PM	129
Apr. 21st, 2009 at 11:57 AM	82
Apr. 21st, 2009 at 4:57 PM	201
Apr. 21st, 2009 at 11:38 PM	218
Apr. 22nd, 2009 at 11:08 AM	582
Apr. 24th, 2009 at 12:10 AM	137
Apr. 25th, 2009 at 9:50 PM	748
Apr. 30th, 2009 at 6:58 PM	509
May. 4th, 2009 at 9:22 PM	166
May. 4th, 2009 at 10:31 PM	167
May. 6th, 2009 at 12:00 PM	109
May. 8th, 2009 at 5:02 PM	377
May. 10th, 2009 at 2:36 PM	246
May. 12th, 2009 at 1:36 PM	64
May. 12th, 2009 at 4:32 PM	361
May. 14th, 2009 at 1:06 AM	12
May. 14th, 2009 at 12:37 PM	101
May. 17th, 2009 at 11:49 PM	101
May. 19th, 2009 at 11:48 AM	91
May. 26th, 2009 at 7:34 PM	200
May. 28th, 2009 at 3:11 PM	72
Jun. 1st, 2009 at 11:12 AM	17
Jun. 1st, 2009 at 12:17 PM	95
Jun. 7th, 2009 at 3:03 PM	248
Jun. 7th, 2009 at 9:21 PM	5
Jun. 7th, 2009 at 10:05 PM	115
Jun. 8th, 2009 at 12:11 PM	212
Jun. 8th, 2009 at 12:33 PM	347
Jun. 8th, 2009 at 2:28 PM	107
Jun. 10th, 2009 at 6:04 PM	132
Jun. 11th, 2009 at 12:08 PM	72
Jun. 11th, 2009 at 1:12 PM	117
Jun. 15th, 2009 at 4:32 PM	40
Jun. 22nd, 2009 at 11:55 PM	272
Jun. 28th, 2009 at 10:33 PM	77
Jun. 30th, 2009 at 9:53 AM	34
Jul. 8th, 2009 at 10:17 AM	104
Jul. 12th, 2009 at 10:20 PM	136
Jul. 15th, 2009 at 7:45 PM	92
Jul. 17th, 2009 at 2:27 PM	133
Jul. 17th, 2009 at 3:25 PM	23
Jul. 17th, 2009 at 4:12 PM	63
Jul. 18th, 2009 at 2:38 PM	65
Jul. 19th, 2009 at 1:24 PM	128
Jul. 19th, 2009 at 10:38 PM	380
Jul. 20th, 2009 at 7:30 PM	70
Jul. 25th, 2009 at 5:52 PM	138
Jul. 28th, 2009 at 2:27 PM	61
Jul. 31st, 2009 at 11:58 AM	112
Aug. 2nd, 2009 at 12:44 PM	87
Aug. 2nd, 2009 at 5:41 PM	59
Aug. 3rd, 2009 at 10:29 PM	123
Aug. 9th, 2009 at 12:10 AM	218
Aug. 12th, 2009 at 2:39 PM	59
Aug. 12th, 2009 at 4:45 PM	242
Aug. 12th, 2009 at 10:06 PM	13
Aug. 13th, 2009 at 11:40 PM	23
Aug. 14th, 2009 at 8:36 PM	389
Aug. 15th, 2009 at 12:43 AM	115
Aug. 15th, 2009 at 4:52 PM	38
Aug. 16th, 2009 at 1:07 PM	26
Aug. 16th, 2009 at 2:36 PM	88
Aug. 18th, 2009 at 8:01 PM	191
Aug. 19th, 2009 at 11:29 AM	93
Aug. 20th, 2009 at 1:23 PM	253
Aug. 20th, 2009 at 1:35 PM	105
Aug. 20th, 2009 at 6:52 PM	193
Aug. 20th, 2009 at 11:33 PM	37
Aug. 20th, 2009 at 11:52 PM	94
Aug. 21st, 2009 at 12:01 AM	207
Aug. 21st, 2009 at 12:16 AM	301
Aug. 21st, 2009 at 12:35 AM	173
Aug. 21st, 2009 at 12:52 AM	401
Aug. 21st, 2009 at 1:22 AM	275
Aug. 22nd, 2009 at 2:40 PM	200
Aug. 24th, 2009 at 1:29 PM	117
Aug. 26th, 2009 at 11:57 AM	86
Aug. 27th, 2009 at 8:08 PM	180
Aug. 30th, 2009 at 1:01 AM	12
Aug. 30th, 2009 at 10:42 AM	32
Aug. 31st, 2009 at 11:50 PM	47
Sep. 1st, 2009 at 6:40 PM	5
Sep. 1st, 2009 at 7:57 PM	115
Sep. 2nd, 2009 at 12:49 PM	354
Sep. 3rd, 2009 at 12:35 PM	52
Sep. 5th, 2009 at 3:09 PM	96
Sep. 6th, 2009 at 12:40 PM	114
Sep. 9th, 2009 at 4:09 PM	643
Sep. 11th, 2009 at 7:39 PM	82
Sep. 13th, 2009 at 7:10 PM	427
Sep. 15th, 2009 at 12:31 AM	85
Sep. 17th, 2009 at 2:40 PM	191
Sep. 17th, 2009 at 3:02 PM	266
Sep. 20th, 2009 at 10:52 PM	1028
Sep. 22nd, 2009 at 4:49 PM	173
Sep. 23rd, 2009 at 12:35 AM	105
Sep. 23rd, 2009 at 4:36 PM	340
Sep. 25th, 2009 at 12:11 PM	45
Sep. 25th, 2009 at 2:17 PM	45
Sep. 26th, 2009 at 3:17 PM	38
Sep. 27th, 2009 at 11:41 PM	360
Sep. 29th, 2009 at 8:56 PM	14
Sep. 30th, 2009 at 11:10 AM	168
Sep. 30th, 2009 at 5:33 PM	24
Oct. 1st, 2009 at 1:24 PM	75
Oct. 1st, 2009 at 1:41 PM	142
Oct. 1st, 2009 at 3:15 PM	132
Oct. 5th, 2009 at 2:58 PM	410
Oct. 6th, 2009 at 3:58 PM	184
Oct. 6th, 2009 at 9:04 PM	127
Oct. 7th, 2009 at 1:33 PM	235
Oct. 7th, 2009 at 2:17 PM	89
Oct. 7th, 2009 at 2:58 PM	105
Oct. 9th, 2009 at 1:41 PM	230
Oct. 11th, 2009 at 4:21 PM	188
Oct. 12th, 2009 at 10:43 PM	91
Oct. 13th, 2009 at 5:34 PM	38
Oct. 14th, 2009 at 1:47 PM	300
Oct. 20th, 2009 at 10:53 AM	9
Oct. 20th, 2009 at 7:04 PM	227
Oct. 20th, 2009 at 11:32 PM	259
Oct. 21st, 2009 at 12:16 AM	138
Oct. 21st, 2009 at 3:37 PM	191
Oct. 21st, 2009 at 4:14 PM	76
Oct. 21st, 2009 at 4:30 PM	162
Oct. 21st, 2009 at 11:42 PM	194
Oct. 24th, 2009 at 2:30 AM	84
Oct. 26th, 2009 at 7:39 AM	121
Oct. 28th, 2009 at 2:11 PM	187
Nov. 1st, 2009 at 6:54 PM	16
Nov. 6th, 2009 at 11:25 AM	617
Nov. 7th, 2009 at 10:34 PM	42
Nov. 16th, 2009 at 11:19 AM	380
Nov. 24th, 2009 at 2:31 PM	288
Nov. 24th, 2009 at 2:39 PM	50
Nov. 26th, 2009 at 1:41 PM	75
Nov. 27th, 2009 at 4:10 PM	43
Nov. 29th, 2009 at 4:15 PM	65
Nov. 29th, 2009 at 4:46 PM	224
Nov. 29th, 2009 at 11:48 PM	201
Dec. 1st, 2009 at 1:19 PM	167
Dec. 4th, 2009 at 12:07 PM	155
Dec. 6th, 2009 at 6:40 PM	290
Dec. 8th, 2009 at 11:06 AM	197
Dec. 13th, 2009 at 11:38 PM	848
Dec. 18th, 2009 at 10:14 PM	38
Dec. 19th, 2009 at 5:08 PM	37
Dec. 20th, 2009 at 6:04 PM	66
Dec. 21st, 2009 at 11:42 PM	256
Dec. 22nd, 2009 at 5:01 PM	46
Dec. 22nd, 2009 at 5:55 PM	364
Dec. 24th, 2009 at 6:01 PM	16
Dec. 28th, 2009 at 9:56 AM	177
Jan. 1st, 2010 at 2:31 PM	21
Jan. 5th, 2010 at 11:42 AM	116
Jan. 6th, 2010 at 1:56 PM	153
Jan. 7th, 2010 at 12:37 PM	404
Jan. 7th, 2010 at 6:27 PM	452
Jan. 9th, 2010 at 10:14 PM	202
Jan. 11th, 2010 at 12:08 AM	614
Jan. 13th, 2010 at 2:35 PM	272
Jan. 15th, 2010 at 12:35 PM	461
Jan. 15th, 2010 at 1:20 PM	161
Jan. 16th, 2010 at 10:18 PM	96
Jan. 18th, 2010 at 12:38 AM	706
Jan. 19th, 2010 at 7:25 PM	23
Jan. 21st, 2010 at 5:46 PM	148
Jan. 21st, 2010 at 6:06 PM	58
Jan. 23rd, 2010 at 3:57 PM	26
Jan. 23rd, 2010 at 4:09 PM	221
Jan. 24th, 2010 at 11:51 PM	601
Jan. 26th, 2010 at 11:46 PM	44
Jan. 28th, 2010 at 6:52 PM	154
Jan. 29th, 2010 at 11:04 PM	2
Jan. 30th, 2010 at 11:04 AM	114
Jan. 31st, 2010 at 6:42 PM	68
Jan. 31st, 2010 at 6:48 PM	86
Jan. 31st, 2010 at 7:06 PM	188
Feb. 2nd, 2010 at 7:46 PM	171
Feb. 2nd, 2010 at 7:50 PM	0
Feb. 3rd, 2010 at 3:26 PM	66
Feb. 6th, 2010 at 4:34 PM	251
Feb. 6th, 2010 at 11:03 PM	225
Feb. 8th, 2010 at 8:06 PM	43
Feb. 11th, 2010 at 1:55 PM	154
Feb. 12th, 2010 at 4:45 PM	101
Feb. 14th, 2010 at 3:12 PM	38
Feb. 14th, 2010 at 6:53 PM	49
Feb. 15th, 2010 at 8:17 PM	398
Feb. 17th, 2010 at 5:15 PM	240
Feb. 19th, 2010 at 12:33 AM	234
Feb. 19th, 2010 at 7:34 PM	278
Feb. 19th, 2010 at 11:21 PM	180
Feb. 21st, 2010 at 3:44 PM	301
Feb. 23rd, 2010 at 2:04 PM	160
Feb. 26th, 2010 at 7:51 PM	13
Mar. 1st, 2010 at 12:02 AM	367
Mar. 1st, 2010 at 10:38 AM	190
Mar. 1st, 2010 at 12:51 PM	44
Mar. 2nd, 2010 at 2:53 PM	4
Mar. 2nd, 2010 at 11:32 PM	137
Mar. 5th, 2010 at 4:17 PM	119
Mar. 5th, 2010 at 10:37 PM	268
Mar. 5th, 2010 at 11:23 PM	530
Mar. 8th, 2010 at 1:24 PM	47
Mar. 10th, 2010 at 2:34 PM	138
Mar. 12th, 2010 at 12:23 AM	362
